text,label
"I have insomnia, nausea, fatigue, runny nose, blurred vision.",Obesity
"I have sweating, anxiety, weight gain, fatigue, insomnia, joint pain.",Hypertension
"I have insomnia, abdominal pain, appetite loss.",Anemia
"I have weight gain, insomnia, sneezing, diarrhea, depression, cough, swelling.",Influenza
"I have depression, anxiety, joint pain.",Anemia
"I have joint pain, muscle pain, weight loss, cough, weight gain, depression.",Diabetes
"I have diarrhea, shortness of breath, sweating, depression, fatigue, vomiting.",Allergy
"I have chest pain, diarrhea, insomnia, nausea, cough, rash.",Diabetes
"I have fever, chest pain, insomnia, sweating, sneezing, anxiety, swelling.",Pneumonia
"I have swelling, cough, abdominal pain, sweating.",Asthma
"I have rash, sore throat, vomiting.",Thyroid Disorder
"I have anxiety, back pain, vomiting, dizziness.",Anxiety
"I have sore throat, back pain, weight loss, rash, blurred vision.",Allergy
"I have headache, sore throat, depression, insomnia, appetite loss.",Liver Disease
"I have tremors, fever, blurred vision, cough.",Obesity
"I have sneezing, appetite loss, headache, blurred vision, dizziness.",Tuberculosis
"I have insomnia, runny nose, sore throat.",Influenza
"I have sneezing, cough, appetite loss, weight loss.",Pneumonia
"I have fever, sneezing, diarrhea, sweating, fatigue, cough, tremors.",Migraine
"I have chest pain, insomnia, fatigue, muscle pain, headache.",Ibs
"I have tremors, dizziness, insomnia.",Ibs
"I have fatigue, anxiety, chest pain, fever.",Gastritis
"I have fatigue, swelling, vomiting, back pain, chest pain, runny nose, sneezing.",Influenza
"I have blurred vision, back pain, sore throat, sneezing.",Epilepsy
"I have sweating, chest pain, vomiting, fever, insomnia.",Heart Disease
"I have sore throat, weight gain, blurred vision, cough, dizziness, runny nose.",Heart Disease
"I have anxiety, blurred vision, shortness of breath, depression.",Parkinson'S
"I have nausea, abdominal pain, back pain, weight gain, shortness of breath, fatigue.",Gastritis
"I have weight loss, anxiety, muscle pain, swelling.",Common Cold
"I have sore throat, abdominal pain, sweating, dizziness.",Food Poisoning
"I have insomnia, cough, anxiety.",Liver Disease
"I have cough, blurred vision, appetite loss, weight gain, runny nose, anxiety, tremors.",Epilepsy
"I have chest pain, shortness of breath, fever, insomnia, blurred vision.",Obesity
"I have weight gain, swelling, fever, blurred vision, shortness of breath.",Allergy
"I have sweating, back pain, insomnia, diarrhea.",Bronchitis
"I have back pain, sweating, muscle pain, vomiting.",Allergy
"I have diarrhea, sweating, muscle pain, fever, tremors, runny nose, fatigue.",Allergy
"I have nausea, weight loss, cough, insomnia, dizziness.",Heart Disease
"I have rash, back pain, weight gain, diarrhea, muscle pain.",Common Cold
"I have sweating, blurred vision, headache, weight loss.",Arthritis
"I have fever, chest pain, depression, tremors.",Diabetes
"I have joint pain, anxiety, sneezing.",Ibs
"I have sweating, fatigue, muscle pain, swelling, anxiety, shortness of breath.",Common Cold
"I have runny nose, back pain, sweating, joint pain, sneezing, vomiting, dizziness.",Gastritis
"I have vomiting, weight loss, diarrhea, tremors.",Migraine
"I have fatigue, tremors, fever, runny nose.",Obesity
"I have sweating, swelling, dizziness, vomiting, blurred vision.",Anxiety
"I have headache, tremors, nausea, weight loss, appetite loss.",Gastritis
"I have headache, vomiting, dizziness.",Obesity
"I have sore throat, cough, sneezing, back pain, sweating, joint pain, headache.",Thyroid Disorder
"I have nausea, sweating, runny nose, dizziness, rash, weight gain, shortness of breath.",Depression
"I have headache, rash, sneezing.",Covid-19
"I have swelling, sore throat, blurred vision, back pain, weight gain, appetite loss, headache.",Thyroid Disorder
"I have weight gain, runny nose, appetite loss.",Stroke
"I have sweating, appetite loss, tremors.",Anxiety
"I have nausea, weight gain, vomiting.",Sinusitis
"I have sore throat, weight gain, weight loss, sweating.",Liver Disease
"I have diarrhea, weight gain, dizziness, runny nose.",Asthma
"I have appetite loss, chest pain, nausea.",Dementia
"I have depression, insomnia, muscle pain, weight loss.",Bronchitis
"I have runny nose, rash, fever.",Anemia
"I have anxiety, fever, diarrhea, runny nose, appetite loss, fatigue.",Anxiety
"I have appetite loss, dizziness, anxiety.",Pneumonia
"I have weight loss, insomnia, depression, diarrhea, abdominal pain, tremors.",Heart Disease
"I have rash, headache, dizziness, insomnia, depression, sore throat, fever.",Depression
"I have vomiting, blurred vision, weight loss, fever, rash.",Dermatitis
"I have shortness of breath, blurred vision, vomiting.",Epilepsy
"I have back pain, abdominal pain, depression, appetite loss.",Asthma
"I have fatigue, diarrhea, appetite loss, weight loss.",Bronchitis
"I have rash, fatigue, vomiting.",Pneumonia
"I have cough, fatigue, sneezing.",Asthma
"I have abdominal pain, fatigue, sneezing, swelling, anxiety, diarrhea.",Sinusitis
"I have insomnia, sweating, nausea, fever, fatigue, sore throat, depression.",Parkinson'S
"I have swelling, sneezing, weight loss, appetite loss.",Anxiety
"I have blurred vision, rash, nausea, chest pain, runny nose, shortness of breath, joint pain.",Ibs
"I have sneezing, sweating, back pain, anxiety, cough, appetite loss.",Anxiety
"I have blurred vision, appetite loss, headache, runny nose, anxiety, chest pain, sore throat.",Anemia
"I have weight loss, dizziness, blurred vision, insomnia, sneezing, nausea.",Pneumonia
"I have weight gain, sneezing, insomnia, runny nose, fatigue, shortness of breath.",Influenza
"I have runny nose, joint pain, diarrhea, cough, chest pain, anxiety.",Depression
"I have joint pain, tremors, sore throat, diarrhea, fever, swelling.",Ulcer
"I have diarrhea, blurred vision, fatigue, abdominal pain.",Stroke
"I have shortness of breath, runny nose, headache, blurred vision, muscle pain, sweating.",Stroke
"I have appetite loss, sweating, anxiety, joint pain, dizziness.",Dermatitis
"I have fever, muscle pain, sneezing, anxiety.",Pneumonia
"I have back pain, nausea, headache, insomnia, appetite loss, vomiting, depression.",Anxiety
"I have rash, fatigue, sweating, depression, nausea, diarrhea.",Anxiety
"I have chest pain, runny nose, fatigue, tremors, diarrhea, insomnia, blurred vision.",Thyroid Disorder
"I have weight loss, sore throat, back pain, cough, appetite loss, sneezing, vomiting.",Chronic Kidney Disease
"I have appetite loss, depression, sore throat, fatigue.",Gastritis
"I have headache, insomnia, shortness of breath, cough, rash, sweating, dizziness.",Anemia
"I have joint pain, sore throat, dizziness, weight gain, anxiety.",Epilepsy
"I have chest pain, sore throat, diarrhea, runny nose, tremors.",Influenza
"I have sneezing, muscle pain, runny nose, diarrhea, anxiety, blurred vision, abdominal pain.",Obesity
"I have depression, tremors, dizziness, weight gain, vomiting, chest pain.",Obesity
"I have sweating, sore throat, rash.",Pneumonia
"I have muscle pain, nausea, swelling, vomiting, runny nose, abdominal pain, rash.",Obesity
"I have shortness of breath, sneezing, vomiting, diarrhea, muscle pain.",Migraine
"I have diarrhea, appetite loss, nausea, abdominal pain, rash.",Pneumonia
"I have anxiety, diarrhea, weight loss.",Migraine
"I have tremors, fever, sore throat.",Influenza
"I have tremors, anxiety, swelling, fatigue.",Diabetes
"I have diarrhea, sneezing, tremors, dizziness.",Common Cold
"I have appetite loss, nausea, muscle pain, tremors, runny nose, vomiting, weight gain.",Bronchitis
"I have tremors, appetite loss, sneezing.",Obesity
"I have depression, abdominal pain, blurred vision, cough, diarrhea.",Liver Disease
"I have shortness of breath, sneezing, insomnia, rash, joint pain.",Diabetes
"I have swelling, sweating, diarrhea, dizziness, headache, muscle pain, abdominal pain.",Heart Disease
"I have tremors, chest pain, abdominal pain.",Gastritis
"I have abdominal pain, appetite loss, back pain.",Gastritis
"I have swelling, sweating, appetite loss.",Obesity
"I have diarrhea, appetite loss, vomiting, swelling, rash, shortness of breath.",Sinusitis
"I have weight loss, joint pain, anxiety, vomiting, back pain.",Ulcer
"I have sneezing, fatigue, cough, sweating, tremors.",Tuberculosis
"I have headache, sweating, weight gain, sore throat, abdominal pain, chest pain, back pain.",Common Cold
"I have dizziness, weight loss, abdominal pain, runny nose.",Tuberculosis
"I have weight gain, tremors, rash, fatigue, joint pain, sneezing, anxiety.",Anxiety
"I have nausea, runny nose, weight gain, abdominal pain.",Hypertension
"I have cough, blurred vision, anxiety, nausea, sneezing.",Common Cold
"I have muscle pain, sore throat, headache, chest pain, anxiety, appetite loss, cough.",Common Cold
"I have weight loss, insomnia, fever.",Liver Disease
"I have weight loss, weight gain, depression.",Migraine
"I have headache, diarrhea, sore throat, joint pain, back pain, vomiting.",Anemia
"I have anxiety, cough, fever, rash, shortness of breath, chest pain, sneezing.",Bronchitis
"I have chest pain, sweating, nausea, weight gain, swelling.",Covid-19
"I have dizziness, chest pain, joint pain, appetite loss, fever.",Influenza
"I have tremors, chest pain, joint pain, nausea, swelling, cough.",Pneumonia
"I have rash, muscle pain, appetite loss, chest pain, anxiety, sore throat.",Dementia
"I have weight loss, joint pain, nausea.",Tuberculosis
"I have swelling, runny nose, joint pain, nausea, diarrhea, insomnia.",Migraine
"I have rash, tremors, appetite loss, shortness of breath, back pain.",Dermatitis
"I have back pain, muscle pain, headache, weight gain.",Ibs
"I have anxiety, blurred vision, dizziness, weight gain, swelling, appetite loss.",Migraine
"I have weight loss, insomnia, nausea, shortness of breath.",Parkinson'S
"I have chest pain, muscle pain, back pain, fatigue, anxiety, swelling.",Dementia
"I have joint pain, headache, blurred vision, shortness of breath, fatigue.",Hypertension
"I have chest pain, back pain, fever, rash, diarrhea.",Heart Disease
"I have insomnia, headache, cough.",Dermatitis
"I have blurred vision, cough, anxiety, insomnia, sweating, runny nose, weight loss.",Tuberculosis
"I have swelling, depression, cough.",Asthma
"I have nausea, shortness of breath, back pain, diarrhea, blurred vision, fatigue.",Anxiety
"I have shortness of breath, runny nose, fever, muscle pain, blurred vision, fatigue, sweating.",Parkinson'S
"I have back pain, sneezing, joint pain, depression, sore throat, nausea, chest pain.",Epilepsy
"I have anxiety, appetite loss, cough, chest pain.",Tuberculosis
"I have diarrhea, nausea, shortness of breath, runny nose, abdominal pain.",Arthritis
"I have fatigue, weight loss, muscle pain.",Ibs
"I have joint pain, swelling, weight loss, cough, chest pain.",Dementia
"I have runny nose, insomnia, vomiting, appetite loss, rash, nausea, cough.",Anemia
"I have headache, cough, muscle pain, sore throat.",Depression
"I have fatigue, sore throat, muscle pain, tremors, anxiety.",Ibs
"I have sweating, anxiety, insomnia, runny nose.",Dermatitis
"I have chest pain, depression, muscle pain, tremors, insomnia, vomiting.",Food Poisoning
"I have swelling, anxiety, insomnia, rash, joint pain, muscle pain, blurred vision.",Thyroid Disorder
"I have diarrhea, sneezing, blurred vision, muscle pain, vomiting.",Allergy
"I have headache, sore throat, insomnia, depression.",Stroke
"I have blurred vision, diarrhea, fever, back pain.",Heart Disease
"I have chest pain, rash, vomiting, weight loss, swelling, nausea, appetite loss.",Obesity
"I have headache, chest pain, runny nose, dizziness, diarrhea, muscle pain.",Sinusitis
"I have tremors, weight gain, blurred vision, shortness of breath, swelling, runny nose.",Parkinson'S
"I have muscle pain, tremors, cough, headache, fatigue, nausea, runny nose.",Heart Disease
"I have chest pain, dizziness, diarrhea.",Stroke
"I have swelling, headache, weight gain, insomnia, sore throat.",Epilepsy
"I have insomnia, joint pain, abdominal pain.",Asthma
"I have dizziness, sore throat, sweating.",Epilepsy
"I have anxiety, sneezing, insomnia, runny nose, weight gain, sore throat, sweating.",Obesity
"I have vomiting, sweating, appetite loss, anxiety, depression, nausea, dizziness.",Dementia
"I have depression, nausea, weight loss, fever, anxiety, blurred vision.",Arthritis
"I have appetite loss, rash, anxiety, blurred vision, insomnia, fever, weight gain.",Ulcer
"I have diarrhea, headache, back pain, nausea, cough.",Influenza
"I have weight loss, tremors, headache, muscle pain.",Covid-19
"I have back pain, sweating, fever, fatigue, shortness of breath, insomnia.",Arthritis
"I have weight gain, cough, depression, blurred vision.",Arthritis
"I have chest pain, fever, cough, tremors.",Gastritis
"I have tremors, sore throat, sweating.",Obesity
"I have anxiety, fever, back pain, sneezing, vomiting.",Dermatitis
"I have sweating, cough, weight gain.",Thyroid Disorder
"I have sore throat, insomnia, shortness of breath, headache.",Heart Disease
"I have cough, back pain, sweating, fever, tremors, swelling, sore throat.",Common Cold
"I have appetite loss, muscle pain, diarrhea.",Diabetes
"I have headache, abdominal pain, fatigue, shortness of breath, depression, swelling.",Hypertension
"I have abdominal pain, dizziness, weight gain, appetite loss, fatigue, depression, tremors.",Food Poisoning
"I have cough, runny nose, depression, insomnia.",Anxiety
"I have blurred vision, fever, back pain, headache, shortness of breath.",Stroke
"I have depression, vomiting, insomnia, joint pain, appetite loss, muscle pain, tremors.",Tuberculosis
"I have diarrhea, cough, shortness of breath, appetite loss, swelling.",Influenza
"I have dizziness, tremors, shortness of breath, depression, chest pain, diarrhea, muscle pain.",Common Cold
"I have sore throat, weight gain, appetite loss.",Chronic Kidney Disease
